"activity" "subject" "feature" "mean"
"LAYING" 7 "tBodyGyroJerk-std()-Z" -0.9889
"LAYING" 7 "tBodyGyroJerkMag-mean()" -0.983
"LAYING" 7 "tBodyGyroJerkMag-std()" -0.9712
"LAYING" 7 "tBodyGyroMag-mean()" -0.9158
"LAYING" 7 "tBodyGyroMag-std()" -0.9187
"LAYING" 7 "tGravityAcc-mean()-X" -0.5028
"LAYING" 7 "tGravityAcc-mean()-Y" 0.3934
"LAYING" 7 "tGravityAcc-mean()-Z" 0.9075
"LAYING" 7 "tGravityAcc-std()-X" -0.9142
"LAYING" 7 "tGravityAcc-std()-Y" -0.9555
"LAYING" 7 "tGravityAcc-std()-Z" -0.9619
"LAYING" 7 "tGravityAccMag-mean()" -0.9364
"LAYING" 7 "tGravityAccMag-std()" -0.907
"LAYING" 8 "fBodyAcc-mean()-X" -0.9535
"LAYING" 8 "fBodyAcc-mean()-Y" -0.9518
"LAYING" 8 "fBodyAcc-mean()-Z" -0.9443
"LAYING" 8 "fBodyAcc-std()-X" -0.9401
"LAYING" 8 "fBodyAcc-std()-Y" -0.9312
"LAYING" 8 "fBodyAcc-std()-Z" -0.9311
"LAYING" 8 "fBodyAccJerk-mean()-X" -0.9731
"LAYING" 8 "fBodyAccJerk-mean()-Y" -0.9759
"LAYING" 8 "fBodyAccJerk-mean()-Z" -0.9621
"LAYING" 8 "fBodyAccJerk-std()-X" -0.976
"LAYING" 8 "fBodyAccJerk-std()-Y" -0.9792
"LAYING" 8 "fBodyAccJerk-std()-Z" -0.9687
"LAYING" 8 "fBodyAccMag-mean()" -0.9323
"LAYING" 8 "fBodyAccMag-std()" -0.9173
"LAYING" 8 "fBodyBodyAccJerkMag-mean()" -0.9618
"LAYING" 8 "fBodyBodyAccJerkMag-std()" -0.9638
"LAYING" 8 "fBodyBodyGyroJerkMag-mean()" -0.9684
"LAYING" 8 "fBodyBodyGyroJerkMag-std()" -0.9718
"LAYING" 8 "fBodyBodyGyroMag-mean()" -0.9445
"LAYING" 8 "fBodyBodyGyroMag-std()" -0.9368
"LAYING" 8 "fBodyGyro-mean()-X" -0.9579
"LAYING" 8 "fBodyGyro-mean()-Y" -0.9574
"LAYING" 8 "fBodyGyro-mean()-Z" -0.9675
"LAYING" 8 "fBodyGyro-std()-X" -0.9678
"LAYING" 8 "fBodyGyro-std()-Y" -0.9503
"LAYING" 8 "fBodyGyro-std()-Z" -0.9707
"LAYING" 8 "tBodyAcc-mean()-X" 0.2613
"LAYING" 8 "tBodyAcc-mean()-Y" -0.0212
"LAYING" 8 "tBodyAcc-mean()-Z" -0.1022
"LAYING" 8 "tBodyAcc-std()-X" -0.943
"LAYING" 8 "tBodyAcc-std()-Y" -0.9349
"LAYING" 8 "tBodyAcc-std()-Z" -0.9325
"LAYING" 8 "tBodyAccJerk-mean()-X" 0.0878
"LAYING" 8 "tBodyAccJerk-mean()-Y" 0.0233
"LAYING" 8 "tBodyAccJerk-mean()-Z" -0.0169
"LAYING" 8 "tBodyAccJerk-std()-X" -0.9733
"LAYING" 8 "tBodyAccJerk-std()-Y" -0.9765
"LAYING" 8 "tBodyAccJerk-std()-Z" -0.9661
"LAYING" 8 "tBodyAccJerkMag-mean()" -0.9731
"LAYING" 8 "tBodyAccJerkMag-std()" -0.963
"LAYING" 8 "tBodyAccMag-mean()" -0.9353
"LAYING" 8 "tBodyAccMag-std()" -0.9133
"LAYING" 8 "tBodyGyro-mean()-X" 0.0054
"LAYING" 8 "tBodyGyro-mean()-Y" -0.0891
"LAYING" 8 "tBodyGyro-mean()-Z" 0.1382
"LAYING" 8 "tBodyGyro-std()-X" -0.9652
"LAYING" 8 "tBodyGyro-std()-Y" -0.952
"LAYING" 8 "tBodyGyro-std()-Z" -0.9676
"LAYING" 8 "tBodyGyroJerk-mean()-X" -0.1064
"LAYING" 8 "tBodyGyroJerk-mean()-Y" -0.039
"LAYING" 8 "tBodyGyroJerk-mean()-Z" -0.0694
"LAYING" 8 "tBodyGyroJerk-std()-X" -0.9699
"LAYING" 8 "tBodyGyroJerk-std()-Y" -0.9742
"LAYING" 8 "tBodyGyroJerk-std()-Z" -0.9876
"LAYING" 8 "tBodyGyroJerkMag-mean()" -0.9784
"LAYING" 8 "tBodyGyroJerkMag-std()" -0.969
"LAYING" 8 "tBodyGyroMag-mean()" -0.9243
"LAYING" 8 "tBodyGyroMag-std()" -0.9325
"LAYING" 8 "tGravityAcc-mean()-X" -0.4059
"LAYING" 8 "tGravityAcc-mean()-Y" 0.5899
"LAYING" 8 "tGravityAcc-mean()-Z" 0.7198
"LAYING" 8 "tGravityAcc-std()-X" -0.9189
"LAYING" 8 "tGravityAcc-std()-Y" -0.958
"LAYING" 8 "tGravityAcc-std()-Z" -0.9418
"LAYING" 8 "tGravityAccMag-mean()" -0.9353
"LAYING" 8 "tGravityAccMag-std()" -0.9133
"LAYING" 9 "fBodyAcc-mean()-X" -0.9469
"LAYING" 9 "fBodyAcc-mean()-Y" -0.9344
"LAYING" 9 "fBodyAcc-mean()-Z" -0.9459
"LAYING" 9 "fBodyAcc-std()-X" -0.941
"LAYING" 9 "fBodyAcc-std()-Y" -0.9128
"LAYING" 9 "fBodyAcc-std()-Z" -0.942
"LAYING" 9 "fBodyAccJerk-mean()-X" -0.9643
"LAYING" 9 "fBodyAccJerk-mean()-Y" -0.9641
"LAYING" 9 "fBodyAccJerk-mean()-Z" -0.9559
"LAYING" 9 "fBodyAccJerk-std()-X" -0.9686
"LAYING" 9 "fBodyAccJerk-std()-Y" -0.9666
"LAYING" 9 "fBodyAccJerk-std()-Z" -0.9597
"LAYING" 9 "fBodyAccMag-mean()" -0.9266
"LAYING" 9 "fBodyAccMag-std()" -0.9219
"LAYING" 9 "fBodyBodyAccJerkMag-mean()" -0.9543
"LAYING" 9 "fBodyBodyAccJerkMag-std()" -0.9551
"LAYING" 9 "fBodyBodyGyroJerkMag-mean()" -0.9558
"LAYING" 9 "fBodyBodyGyroJerkMag-std()" -0.9523
"LAYING" 9 "fBodyBodyGyroMag-mean()" -0.9186
"LAYING" 9 "fBodyBodyGyroMag-std()" -0.9034
"LAYING" 9 "fBodyGyro-mean()-X" -0.9303
"LAYING" 9 "fBodyGyro-mean()-Y" -0.9346
"LAYING" 9 "fBodyGyro-mean()-Z" -0.9598
"LAYING" 9 "fBodyGyro-std()-X" -0.9464
"LAYING" 9 "fBodyGyro-std()-Y" -0.9231
"LAYING" 9 "fBodyGyro-std()-Z" -0.9657
"LAYING" 9 "tBodyAcc-mean()-X" 0.2592
"LAYING" 9 "tBodyAcc-mean()-Y" -0.0205
"LAYING" 9 "tBodyAcc-mean()-Z" -0.1075
"LAYING" 9 "tBodyAcc-std()-X" -0.9423
"LAYING" 9 "tBodyAcc-std()-Y" -0.9163
"LAYING" 9 "tBodyAcc-std()-Z" -0.9407
"LAYING" 9 "tBodyAccJerk-mean()-X" 0.0881
"LAYING" 9 "tBodyAccJerk-mean()-Y" 0.0116
"LAYING" 9 "tBodyAccJerk-mean()-Z" -0.0071
"LAYING" 9 "tBodyAccJerk-std()-X" -0.9647
"LAYING" 9 "tBodyAccJerk-std()-Y" -0.964
"LAYING" 9 "tBodyAccJerk-std()-Z" -0.9586
"LAYING" 9 "tBodyAccJerkMag-mean()" -0.9634
"LAYING" 9 "tBodyAccJerkMag-std()" -0.955
"LAYING" 9 "tBodyAccMag-mean()" -0.9309
"LAYING" 9 "tBodyAccMag-std()" -0.9151
"LAYING" 9 "tBodyGyro-mean()-X" -0.0136
"LAYING" 9 "tBodyGyro-mean()-Y" -0.1589
"LAYING" 9 "tBodyGyro-mean()-Z" 0.1013
"LAYING" 9 "tBodyGyro-std()-X" -0.9422
"LAYING" 9 "tBodyGyro-std()-Y" -0.9266
"LAYING" 9 "tBodyGyro-std()-Z" -0.9616
"LAYING" 9 "tBodyGyroJerk-mean()-X" -0.1038
"LAYING" 9 "tBodyGyroJerk-mean()-Y" -0.0276
"LAYING" 9 "tBodyGyroJerk-mean()-Z" -0.0569
"LAYING" 9 "tBodyGyroJerk-std()-X" -0.9453
"LAYING" 9 "tBodyGyroJerk-std()-Y" -0.9622
"LAYING" 9 "tBodyGyroJerk-std()-Z" -0.9771
"LAYING" 9 "tBodyGyroJerkMag-mean()" -0.9645
"LAYING" 9 "tBodyGyroJerkMag-std()" -0.9528
"LAYING" 9 "tBodyGyroMag-mean()" -0.9071
"LAYING" 9 "tBodyGyroMag-std()" -0.8986
"LAYING" 9 "tGravityAcc-mean()-X" -0.5803
"LAYING" 9 "tGravityAcc-mean()-Y" -0.1192
"LAYING" 9 "tGravityAcc-mean()-Z" 0.9579
"LAYING" 9 "tGravityAcc-std()-X" -0.9218
"LAYING" 9 "tGravityAcc-std()-Y" -0.97
"LAYING" 9 "tGravityAcc-std()-Z" -0.9712
"LAYING" 9 "tGravityAccMag-mean()" -0.9309
"LAYING" 9 "tGravityAccMag-std()" -0.9151
"LAYING" 10 "fBodyAcc-mean()-X" -0.9692
"LAYING" 10 "fBodyAcc-mean()-Y" -0.9543
"LAYING" 10 "fBodyAcc-mean()-Z" -0.9643
"LAYING" 10 "fBodyAcc-std()-X" -0.968
"LAYING" 10 "fBodyAcc-std()-Y" -0.9462
"LAYING" 10 "fBodyAcc-std()-Z" -0.9598
"LAYING" 10 "fBodyAccJerk-mean()-X" -0.979
"LAYING" 10 "fBodyAccJerk-mean()-Y" -0.968
"LAYING" 10 "fBodyAccJerk-mean()-Z" -0.9726
"LAYING" 10 "fBodyAccJerk-std()-X" -0.9789
"LAYING" 10 "fBodyAccJerk-std()-Y" -0.9681
"LAYING" 10 "fBodyAccJerk-std()-Z" -0.9786
"LAYING" 10 "fBodyAccMag-mean()" -0.9508
"LAYING" 10 "fBodyAccMag-std()" -0.9443
"LAYING" 10 "fBodyBodyAccJerkMag-mean()" -0.9686
"LAYING" 10 "fBodyBodyAccJerkMag-std()" -0.9654
"LAYING" 10 "fBodyBodyGyroJerkMag-mean()" -0.961
"LAYING" 10 "fBodyBodyGyroJerkMag-std()" -0.9608
"LAYING" 10 "fBodyBodyGyroMag-mean()" -0.9377
"LAYING" 10 "fBodyBodyGyroMag-std()" -0.9337
"LAYING" 10 "fBodyGyro-mean()-X" -0.9538
"LAYING" 10 "fBodyGyro-mean()-Y" -0.9547
"LAYING" 10 "fBodyGyro-mean()-Z" -0.9698
"LAYING" 10 "fBodyGyro-std()-X" -0.9645
"LAYING" 10 "fBodyGyro-std()-Y" -0.9535
"LAYING" 10 "fBodyGyro-std()-Z" -0.9753
"LAYING" 10 "tBodyAcc-mean()-X" 0.2802
"LAYING" 10 "tBodyAcc-mean()-Y" -0.0243
"LAYING" 10 "tBodyAcc-mean()-Z" -0.1172
"LAYING" 10 "tBodyAcc-std()-X" -0.9683
"LAYING" 10 "tBodyAcc-std()-Y" -0.9465
"LAYING" 10 "tBodyAcc-std()-Z" -0.9595
"LAYING" 10 "tBodyAccJerk-mean()-X" 0.0738
"LAYING" 10 "tBodyAccJerk-mean()-Y" 0.0157
"LAYING" 10 "tBodyAccJerk-mean()-Z" 0.0072
"LAYING" 10 "tBodyAccJerk-std()-X" -0.978
"LAYING" 10 "tBodyAccJerk-std()-Y" -0.9669
"LAYING" 10 "tBodyAccJerk-std()-Z" -0.9763
"LAYING" 10 "tBodyAccJerkMag-mean()" -0.9762
"LAYING" 10 "tBodyAccJerkMag-std()" -0.9676
"LAYING" 10 "tBodyAccMag-mean()" -0.9568
"LAYING" 10 "tBodyAccMag-std()" -0.9403
"LAYING" 10 "tBodyGyro-mean()-X" -0.0196
"LAYING" 10 "tBodyGyro-mean()-Y" -0.077
"LAYING" 10 "tBodyGyro-mean()-Z" 0.1047
"LAYING" 10 "tBodyGyro-std()-X" -0.9617
"LAYING" 10 "tBodyGyro-std()-Y" -0.9537
"LAYING" 10 "tBodyGyro-std()-Z" -0.9719
"LAYING" 10 "tBodyGyroJerk-mean()-X" -0.1003
"LAYING" 10 "tBodyGyroJerk-mean()-Y" -0.0389
"LAYING" 10 "tBodyGyroJerk-mean()-Z" -0.0591
"LAYING" 10 "tBodyGyroJerk-std()-X" -0.9659
"LAYING" 10 "tBodyGyroJerk-std()-Y" -0.9666
"LAYING" 10 "tBodyGyroJerk-std()-Z" -0.9839
"LAYING" 10 "tBodyGyroJerkMag-mean()" -0.9708
"LAYING" 10 "tBodyGyroJerkMag-std()" -0.9596
"LAYING" 10 "tBodyGyroMag-mean()" -0.9376
"LAYING" 10 "tBodyGyroMag-std()" -0.9275
"LAYING" 10 "tGravityAcc-mean()-X" -0.4531
"LAYING" 10 "tGravityAcc-mean()-Y" -0.1393
"LAYING" 10 "tGravityAcc-mean()-Z" -0.0311
"LAYING" 10 "tGravityAcc-std()-X" -0.9545
"LAYING" 10 "tGravityAcc-std()-Y" -0.9667
"LAYING" 10 "tGravityAcc-std()-Z" -0.963
"LAYING" 10 "tGravityAccMag-mean()" -0.9568
"LAYING" 10 "tGravityAccMag-std()" -0.9403
"LAYING" 11 "fBodyAcc-mean()-X" -0.9838
"LAYING" 11 "fBodyAcc-mean()-Y" -0.9714
"LAYING" 11 "fBodyAcc-mean()-Z" -0.9736
"LAYING" 11 "fBodyAcc-std()-X" -0.9853
"LAYING" 11 "fBodyAcc-std()-Y" -0.9736
"LAYING" 11 "fBodyAcc-std()-Z" -0.9717
"LAYING" 11 "fBodyAccJerk-mean()-X" -0.9849
"LAYING" 11 "fBodyAccJerk-mean()-Y" -0.9739
"LAYING" 11 "fBodyAccJerk-mean()-Z" -0.9796
"LAYING" 11 "fBodyAccJerk-std()-X" -0.9871
"LAYING" 11 "fBodyAccJerk-std()-Y" -0.9735
"LAYING" 11 "fBodyAccJerk-std()-Z" -0.9833
"LAYING" 11 "fBodyAccMag-mean()" -0.974
"LAYING" 11 "fBodyAccMag-std()" -0.976
"LAYING" 11 "fBodyBodyAccJerkMag-mean()" -0.9769
"LAYING" 11 "fBodyBodyAccJerkMag-std()" -0.9751
"LAYING" 11 "fBodyBodyGyroJerkMag-mean()" -0.986
"LAYING" 11 "fBodyBodyGyroJerkMag-std()" -0.9836
"LAYING" 11 "fBodyBodyGyroMag-mean()" -0.9671
"LAYING" 11 "fBodyBodyGyroMag-std()" -0.9548
"LAYING" 11 "fBodyGyro-mean()-X" -0.9762
"LAYING" 11 "fBodyGyro-mean()-Y" -0.9826
"LAYING" 11 "fBodyGyro-mean()-Z" -0.9614
"LAYING" 11 "fBodyGyro-std()-X" -0.9824
"LAYING" 11 "fBodyGyro-std()-Y" -0.9827
"LAYING" 11 "fBodyGyro-std()-Z" -0.9632
"LAYING" 11 "tBodyAcc-mean()-X" 0.2806
"LAYING" 11 "tBodyAcc-mean()-Y" -0.0177
"LAYING" 11 "tBodyAcc-mean()-Z" -0.1088
"LAYING" 11 "tBodyAcc-std()-X" -0.9848
"LAYING" 11 "tBodyAcc-std()-Y" -0.9722
"LAYING" 11 "tBodyAcc-std()-Z" -0.9713
"LAYING" 11 "tBodyAccJerk-mean()-X" 0.0767
"LAYING" 11 "tBodyAccJerk-mean()-Y" 0.0122
"LAYING" 11 "tBodyAccJerk-mean()-Z" 0.0028
"LAYING" 11 "tBodyAccJerk-std()-X" -0.9853
"LAYING" 11 "tBodyAccJerk-std()-Y" -0.9728
"LAYING" 11 "tBodyAccJerk-std()-Z" -0.9821
"LAYING" 11 "tBodyAccJerkMag-mean()" -0.9833
"LAYING" 11 "tBodyAccJerkMag-std()" -0.9765
"LAYING" 11 "tBodyAccMag-mean()" -0.9806
"LAYING" 11 "tBodyAccMag-std()" -0.9729
"LAYING" 11 "tBodyGyro-mean()-X" -0.0192
"LAYING" 11 "tBodyGyro-mean()-Y" -0.0416
"LAYING" 11 "tBodyGyro-mean()-Z" 0.152
"LAYING" 11 "tBodyGyro-std()-X" -0.9808
"LAYING" 11 "tBodyGyro-std()-Y" -0.9824
"LAYING" 11 "tBodyGyro-std()-Z" -0.9599
"LAYING" 11 "tBodyGyroJerk-mean()-X" -0.1023
"LAYING" 11 "tBodyGyroJerk-mean()-Y" -0.0412
"LAYING" 11 "tBodyGyroJerk-mean()-Z" -0.0667
"LAYING" 11 "tBodyGyroJerk-std()-X" -0.9817
"LAYING" 11 "tBodyGyroJerk-std()-Y" -0.9908
"LAYING" 11 "tBodyGyroJerk-std()-Z" -0.9865
"LAYING" 11 "tBodyGyroJerkMag-mean()" -0.9906
"LAYING" 11 "tBodyGyroJerkMag-std()" -0.9845
"LAYING" 11 "tBodyGyroMag-mean()" -0.9525
"LAYING" 11 "tBodyGyroMag-std()" -0.9547
"LAYING" 11 "tGravityAcc-mean()-X" -0.1348
"LAYING" 11 "tGravityAcc-mean()-Y" 0.943
"LAYING" 11 "tGravityAcc-mean()-Z" 0.1126
"LAYING" 11 "tGravityAcc-std()-X" -0.9796
"LAYING" 11 "tGravityAcc-std()-Y" -0.9908
"LAYING" 11 "tGravityAcc-std()-Z" -0.9842
"LAYING" 11 "tGravityAccMag-mean()" -0.9806
"LAYING" 11 "tGravityAccMag-std()" -0.9729
"LAYING" 12 "fBodyAcc-mean()-X" -0.9562
"LAYING" 12 "fBodyAcc-mean()-Y" -0.9513
"LAYING" 12 "fBodyAcc-mean()-Z" -0.9547
"LAYING" 12 "fBodyAcc-std()-X" -0.9552
"LAYING" 12 "fBodyAcc-std()-Y" -0.9506
"LAYING" 12 "fBodyAcc-std()-Z" -0.9484
"LAYING" 12 "fBodyAccJerk-mean()-X" -0.9687
"LAYING" 12 "fBodyAccJerk-mean()-Y" -0.9632
"LAYING" 12 "fBodyAccJerk-mean()-Z" -0.9671
"LAYING" 12 "fBodyAccJerk-std()-X" -0.9728
"LAYING" 12 "fBodyAccJerk-std()-Y" -0.9647
"LAYING" 12 "fBodyAccJerk-std()-Z" -0.9727
"LAYING" 12 "fBodyAccMag-mean()" -0.9439
"LAYING" 12 "fBodyAccMag-std()" -0.9421
"LAYING" 12 "fBodyBodyAccJerkMag-mean()" -0.9624
"LAYING" 12 "fBodyBodyAccJerkMag-std()" -0.9617
"LAYING" 12 "fBodyBodyGyroJerkMag-mean()" -0.9639
"LAYING" 12 "fBodyBodyGyroJerkMag-std()" -0.9619
"LAYING" 12 "fBodyBodyGyroMag-mean()" -0.9455
"LAYING" 12 "fBodyBodyGyroMag-std()" -0.9404
"LAYING" 12 "fBodyGyro-mean()-X" -0.9567
"LAYING" 12 "fBodyGyro-mean()-Y" -0.9526
"LAYING" 12 "fBodyGyro-mean()-Z" -0.9457
"LAYING" 12 "fBodyGyro-std()-X" -0.9693
"LAYING" 12 "fBodyGyro-std()-Y" -0.9553
"LAYING" 12 "fBodyGyro-std()-Z" -0.9564
"LAYING" 12 "tBodyAcc-mean()-X" 0.2601
"LAYING" 12 "tBodyAcc-mean()-Y" -0.0175
"LAYING" 12 "tBodyAcc-mean()-Z" -0.1082
"LAYING" 12 "tBodyAcc-std()-X" -0.9553
"LAYING" 12 "tBodyAcc-std()-Y" -0.9491
"LAYING" 12 "tBodyAcc-std()-Z" -0.9483
"LAYING" 12 "tBodyAccJerk-mean()-X" 0.0854
"LAYING" 12 "tBodyAccJerk-mean()-Y" 0.0077
"LAYING" 12 "tBodyAccJerk-mean()-Z" -0.0044
"LAYING" 12 "tBodyAccJerk-std()-X" -0.9693
"LAYING" 12 "tBodyAccJerk-std()-Y" -0.9626
"LAYING" 12 "tBodyAccJerk-std()-Z" -0.9706
"LAYING" 12 "tBodyAccJerkMag-mean()" -0.9698
"LAYING" 12 "tBodyAccJerkMag-std()" -0.9626
"LAYING" 12 "tBodyAccMag-mean()" -0.9482
"LAYING" 12 "tBodyAccMag-std()" -0.9365
"LAYING" 12 "tBodyGyro-mean()-X" -0.0147
"LAYING" 12 "tBodyGyro-mean()-Y" -0.0836
"LAYING" 12 "tBodyGyro-mean()-Z" 0.1452
"LAYING" 12 "tBodyGyro-std()-X" -0.9661
"LAYING" 12 "tBodyGyro-std()-Y" -0.9539
"LAYING" 12 "tBodyGyro-std()-Z" -0.9502
"LAYING" 12 "tBodyGyroJerk-mean()-X" -0.099
"LAYING" 12 "tBodyGyroJerk-mean()-Y" -0.0411
"LAYING" 12 "tBodyGyroJerk-mean()-Z" -0.0679
"LAYING" 12 "tBodyGyroJerk-std()-X" -0.9672
"LAYING" 12 "tBodyGyroJerk-std()-Y" -0.9659
"LAYING" 12 "tBodyGyroJerk-std()-Z" -0.97
"LAYING" 12 "tBodyGyroJerkMag-mean()" -0.9711
"LAYING" 12 "tBodyGyroJerkMag-std()" -0.962
"LAYING" 12 "tBodyGyroMag-mean()" -0.9308
"LAYING" 12 "tBodyGyroMag-std()" -0.9357
"LAYING" 12 "tGravityAcc-mean()-X" -0.3786
"LAYING" 12 "tGravityAcc-mean()-Y" 0.8034
"LAYING" 12 "tGravityAcc-mean()-Z" 0.275
"LAYING" 12 "tGravityAcc-std()-X" -0.9365
"LAYING" 12 "tGravityAcc-std()-Y" -0.9744
"LAYING" 12 "tGravityAcc-std()-Z" -0.9596
"LAYING" 12 "tGravityAccMag-mean()" -0.9482
"LAYING" 12 "tGravityAccMag-std()" -0.9365
"LAYING" 13 "fBodyAcc-mean()-X" -0.9747
"LAYING" 13 "fBodyAcc-mean()-Y" -0.9658
"LAYING" 13 "fBodyAcc-mean()-Z" -0.9663
"LAYING" 13 "fBodyAcc-std()-X" -0.967
"LAYING" 13 "fBodyAcc-std()-Y" -0.9475
"LAYING" 13 "fBodyAcc-std()-Z" -0.9459
"LAYING" 13 "fBodyAccJerk-mean()-X" -0.9852
"LAYING" 13 "fBodyAccJerk-mean()-Y" -0.9804
"LAYING" 13 "fBodyAccJerk-mean()-Z" -0.981
"LAYING" 13 "fBodyAccJerk-std()-X" -0.9871
"LAYING" 13 "fBodyAccJerk-std()-Y" -0.9814
"LAYING" 13 "fBodyAccJerk-std()-Z" -0.9837
"LAYING" 13 "fBodyAccMag-mean()" -0.9595
"LAYING" 13 "fBodyAccMag-std()" -0.9494
"LAYING" 13 "fBodyBodyAccJerkMag-mean()" -0.9808
"LAYING" 13 "fBodyBodyAccJerkMag-std()" -0.978
"LAYING" 13 "fBodyBodyGyroJerkMag-mean()" -0.9782
"LAYING" 13 "fBodyBodyGyroJerkMag-std()" -0.9728
"LAYING" 13 "fBodyBodyGyroMag-mean()" -0.9577
"LAYING" 13 "fBodyBodyGyroMag-std()" -0.9461
"LAYING" 13 "fBodyGyro-mean()-X" -0.9695
"LAYING" 13 "fBodyGyro-mean()-Y" -0.9687
"LAYING" 13 "fBodyGyro-mean()-Z" -0.9691
"LAYING" 13 "fBodyGyro-std()-X" -0.9734
"LAYING" 13 "fBodyGyro-std()-Y" -0.9599
"LAYING" 13 "fBodyGyro-std()-Z" -0.9698
"LAYING" 13 "tBodyAcc-mean()-X" 0.2767
"LAYING" 13 "tBodyAcc-mean()-Y" -0.0204
"LAYING" 13 "tBodyAcc-mean()-Z" -0.1043
"LAYING" 13 "tBodyAcc-std()-X" -0.9689
"LAYING" 13 "tBodyAcc-std()-Y" -0.9509
"LAYING" 13 "tBodyAcc-std()-Z" -0.9504
"LAYING" 13 "tBodyAccJerk-mean()-X" 0.0768
"LAYING" 13 "tBodyAccJerk-mean()-Y" 0.0183
"LAYING" 13 "tBodyAccJerk-mean()-Z" -0.0099
"LAYING" 13 "tBodyAccJerk-std()-X" -0.9854
"LAYING" 13 "tBodyAccJerk-std()-Y" -0.9802
"LAYING" 13 "tBodyAccJerk-std()-Z" -0.9831
"LAYING" 13 "tBodyAccJerkMag-mean()" -0.9855
"LAYING" 13 "tBodyAccJerkMag-std()" -0.9801
"LAYING" 13 "tBodyAccMag-mean()" -0.9605
"LAYING" 13 "tBodyAccMag-std()" -0.9479
"LAYING" 13 "tBodyGyro-mean()-X" -0.0097
"LAYING" 13 "tBodyGyro-mean()-Y" -0.0966
"LAYING" 13 "tBodyGyro-mean()-Z" 0.1178
"LAYING" 13 "tBodyGyro-std()-X" -0.9721
"LAYING" 13 "tBodyGyro-std()-Y" -0.9627
"LAYING" 13 "tBodyGyro-std()-Z" -0.9674
"LAYING" 13 "tBodyGyroJerk-mean()-X" -0.1018
"LAYING" 13 "tBodyGyroJerk-mean()-Y" -0.0418
"LAYING" 13 "tBodyGyroJerk-mean()-Z" -0.0649
"LAYING" 13 "tBodyGyroJerk-std()-X" -0.9814
"LAYING" 13 "tBodyGyroJerk-std()-Y" -0.9789
"LAYING" 13 "tBodyGyroJerk-std()-Z" -0.9898
"LAYING" 13 "tBodyGyroJerkMag-mean()" -0.9854
"LAYING" 13 "tBodyGyroJerkMag-std()" -0.9751
"LAYING" 13 "tBodyGyroMag-mean()" -0.9443
"LAYING" 13 "tBodyGyroMag-std()" -0.9447
"LAYING" 13 "tGravityAcc-mean()-X" -0.1569
"LAYING" 13 "tGravityAcc-mean()-Y" 0.6564
"LAYING" 13 "tGravityAcc-mean()-Z" 0.5989
"LAYING" 13 "tGravityAcc-std()-X" -0.9579
"LAYING" 13 "tGravityAcc-std()-Y" -0.9759
"LAYING" 13 "tGravityAcc-std()-Z" -0.9599
"LAYING" 13 "tGravityAccMag-mean()" -0.9605
"LAYING" 13 "tGravityAccMag-std()" -0.9479
"LAYING" 14 "fBodyAcc-mean()-X" -0.9339
"LAYING" 14 "fBodyAcc-mean()-Y" -0.9304
"LAYING" 14 "fBodyAcc-mean()-Z" -0.9279
"LAYING" 14 "fBodyAcc-std()-X" -0.912
"LAYING" 14 "fBodyAcc-std()-Y" -0.9052
"LAYING" 14 "fBodyAcc-std()-Z" -0.8941
"LAYING" 14 "fBodyAccJerk-mean()-X" -0.972
"LAYING" 14 "fBodyAccJerk-mean()-Y" -0.9693
"LAYING" 14 "fBodyAccJerk-mean()-Z" -0.9686
"LAYING" 14 "fBodyAccJerk-std()-X" -0.9735
"LAYING" 14 "fBodyAccJerk-std()-Y" -0.9691
"LAYING" 14 "fBodyAccJerk-std()-Z" -0.9749
"LAYING" 14 "fBodyAccMag-mean()" -0.8995
"LAYING" 14 "fBodyAccMag-std()" -0.8596
"LAYING" 14 "fBodyBodyAccJerkMag-mean()" -0.968
"LAYING" 14 "fBodyBodyAccJerkMag-std()" -0.9636
"LAYING" 14 "fBodyBodyGyroJerkMag-mean()" -0.9665
"LAYING" 14 "fBodyBodyGyroJerkMag-std()" -0.9637
"LAYING" 14 "fBodyBodyGyroMag-mean()" -0.9302
"LAYING" 14 "fBodyBodyGyroMag-std()" -0.9178
"LAYING" 14 "fBodyGyro-mean()-X" -0.95
"LAYING" 14 "fBodyGyro-mean()-Y" -0.9381
"LAYING" 14 "fBodyGyro-mean()-Z" -0.9491
"LAYING" 14 "fBodyGyro-std()-X" -0.9597
"LAYING" 14 "fBodyGyro-std()-Y" -0.93
"LAYING" 14 "fBodyGyro-std()-Z" -0.9578
"LAYING" 14 "tBodyAcc-mean()-X" 0.2333
"LAYING" 14 "tBodyAcc-mean()-Y" -0.0113
"LAYING" 14 "tBodyAcc-mean()-Z" -0.0868
"LAYING" 14 "tBodyAcc-std()-X" -0.9175
"LAYING" 14 "tBodyAcc-std()-Y" -0.9097
"LAYING" 14 "tBodyAcc-std()-Z" -0.9003
"LAYING" 14 "tBodyAccJerk-mean()-X" 0.0981
"LAYING" 14 "tBodyAccJerk-mean()-Y" -0.0083
"LAYING" 14 "tBodyAccJerk-mean()-Z" -0.0324
"LAYING" 14 "tBodyAccJerk-std()-X" -0.9715
"LAYING" 14 "tBodyAccJerk-std()-Y" -0.9681
"LAYING" 14 "tBodyAccJerk-std()-Z" -0.9724
"LAYING" 14 "tBodyAccJerkMag-mean()" -0.9726
"LAYING" 14 "tBodyAccJerkMag-std()" -0.9665
"LAYING" 14 "tBodyAccMag-mean()" -0.906
